model_label,model_family,model_size,instruction_tuned,example_id,has_error,condition,layer,prompt_correction_mode,prompt_conditional_mode,prompt_high_confidence,prompt_low_confidence,output_correction_mode,output_conditional_mode,output_high_confidence,output_low_confidence
qwen_0.5b_base,Qwen2.5,0.5B,False,e07,True,B_if_error,24,0.6102480888366699,0.5595054626464844,0.6309677958488464,0.5517793297767639,0.7333236932754517,0.6861117482185364,0.740510106086731,0.675815761089325
qwen_0.5b_base,Qwen2.5,0.5B,False,e08,True,A_assert_error,0,0.6274319887161255,0.6274319887161255,0.6274319887161255,0.6274319887161255,1.0,1.0,1.0,1.0
qwen_0.5b_base,Qwen2.5,0.5B,False,e08,True,A_assert_error,1,0.5375635027885437,0.5357306003570557,0.5355665683746338,0.5327725410461426,0.9857364892959595,0.9819430708885193,0.9850517511367798,0.9880653619766235
qwen_0.5b_base,Qwen2.5,0.5B,False,e08,True,A_assert_error,2,0.701041579246521,0.6998203992843628,0.6928001046180725,0.693726658821106,0.974798858165741,0.9731872081756592,0.9726296067237854,0.9746015071868896
qwen_0.5b_base,Qwen2.5,0.5B,False,e08,True,A_assert_error,3,0.603000283241272,0.5914598107337952,0.5955762267112732,0.5916901230812073,0.9524154663085938,0.9527561664581299,0.9468072652816772,0.9537400603294373
qwen_0.5b_base,Qwen2.5,0.5B,False,e08,True,A_assert_error,4,0.5649117231369019,0.553105354309082,0.5569528937339783,0.5561398863792419,0.9185914397239685,0.9177355170249939,0.9164076447486877,0.9253637790679932
qwen_0.5b_base,Qwen2.5,0.5B,False,e08,True,A_assert_error,5,0.549281120300293,0.532095193862915,0.5317240357398987,0.5224008560180664,0.8577133417129517,0.8364635705947876,0.8626682162284851,0.8457378149032593
qwen_0.5b_base,Qwen2.5,0.5B,False,e08,True,A_assert_error,6,0.5960408449172974,0.5769033432006836,0.5768688321113586,0.5527657270431519,0.849385142326355,0.8465750217437744,0.8380573987960815,0.8277181386947632
qwen_0.5b_base,Qwen2.5,0.5B,False,e08,True,A_assert_error,7,0.617378830909729,0.5862256288528442,0.5814424157142639,0.5568616390228271,0.860039234161377,0.8640835285186768,0.8564084768295288,0.8470941185951233
qwen_0.5b_base,Qwen2.5,0.5B,False,e08,True,A_assert_error,8,0.6243119239807129,0.6035578846931458,0.5863945484161377,0.5674204230308533,0.8527072668075562,0.8702110052108765,0.8413336277008057,0.8481056690216064
qwen_0.5b_base,Qwen2.5,0.5B,False,e08,True,A_assert_error,9,0.5781280994415283,0.555111289024353,0.5462852716445923,0.5301508903503418,0.8238629698753357,0.844780683517456,0.818071186542511,0.8254843950271606
qwen_0.5b_base,Qwen2.5,0.5B,False,e08,True,A_assert_error,10,0.5922083258628845,0.5790438652038574,0.580540657043457,0.5467156767845154,0.82779860496521,0.8504941463470459,0.8350652456283569,0.8346633911132812
qwen_0.5b_base,Qwen2.5,0.5B,False,e08,True,A_assert_error,11,0.6002358794212341,0.5655858516693115,0.587328314781189,0.5447620153427124,0.774683952331543,0.7843704223632812,0.7937779426574707,0.7720252275466919
qwen_0.5b_base,Qwen2.5,0.5B,False,e08,True,A_assert_error,12,0.5693744421005249,0.5564277172088623,0.5886378288269043,0.5355710387229919,0.7926064729690552,0.7928637266159058,0.7959251403808594,0.780143141746521
qwen_0.5b_base,Qwen2.5,0.5B,False,e08,True,A_assert_error,13,0.5810582041740417,0.5800612568855286,0.5911685228347778,0.5429592132568359,0.800084114074707,0.8016901016235352,0.8030369281768799,0.7756085991859436
qwen_0.5b_base,Qwen2.5,0.5B,False,e08,True,A_assert_error,14,0.5858038663864136,0.5978887677192688,0.6018856167793274,0.5513581037521362,0.8064361214637756,0.807182788848877,0.7999299764633179,0.7719453573226929
qwen_0.5b_base,Qwen2.5,0.5B,False,e08,True,A_assert_error,15,0.6237545013427734,0.625855028629303,0.6178643703460693,0.5641874670982361,0.818389892578125,0.8095633387565613,0.8133819699287415,0.773749589920044
qwen_0.5b_base,Qwen2.5,0.5B,False,e08,True,A_assert_error,16,0.6390383243560791,0.654411256313324,0.633678138256073,0.6074303388595581,0.8401713967323303,0.8282414674758911,0.8210763335227966,0.7926933169364929
qwen_0.5b_base,Qwen2.5,0.5B,False,e08,True,A_assert_error,17,0.6358353495597839,0.6317653059959412,0.6389468908309937,0.6000578999519348,0.8645705580711365,0.8473796844482422,0.8572530746459961,0.82599937915802
qwen_0.5b_base,Qwen2.5,0.5B,False,e08,True,A_assert_error,18,0.7190366983413696,0.7183026075363159,0.7242273092269897,0.6910383701324463,0.8750414848327637,0.8616641759872437,0.8641589283943176,0.8354373574256897
qwen_0.5b_base,Qwen2.5,0.5B,False,e08,True,A_assert_error,19,0.7514088153839111,0.752892255783081,0.7615278959274292,0.7307799458503723,0.8819589614868164,0.8711634874343872,0.8801427483558655,0.8553825616836548
qwen_0.5b_base,Qwen2.5,0.5B,False,e08,True,A_assert_error,20,0.7425945401191711,0.7289463877677917,0.7611362338066101,0.7180554270744324,0.8691442608833313,0.8554507493972778,0.8756702542304993,0.8487331867218018
qwen_0.5b_base,Qwen2.5,0.5B,False,e08,True,A_assert_error,21,0.739483654499054,0.7300777435302734,0.7541419267654419,0.708168089389801,0.8630244731903076,0.8609423637390137,0.8735010027885437,0.8425683975219727
qwen_0.5b_base,Qwen2.5,0.5B,False,e08,True,A_assert_error,22,0.828530490398407,0.822299599647522,0.8389864563941956,0.8080911636352539,0.9072659611701965,0.9076741933822632,0.9174612760543823,0.8961315155029297
qwen_0.5b_base,Qwen2.5,0.5B,False,e08,True,A_assert_error,23,0.8165563344955444,0.8061957955360413,0.829917848110199,0.7962846755981445,0.8984553217887878,0.8921355605125427,0.912555992603302,0.885779619216919
qwen_0.5b_base,Qwen2.5,0.5B,False,e08,True,A_assert_error,24,0.5770657062530518,0.5133265256881714,0.5764734745025635,0.499500572681427,0.7990665435791016,0.7640941739082336,0.8121594190597534,0.7550174593925476
qwen_0.5b_base,Qwen2.5,0.5B,False,e08,True,B_if_error,0,0.6274319887161255,0.6274319887161255,0.6274319887161255,0.6274319887161255,1.0,1.0,1.0,1.0
qwen_0.5b_base,Qwen2.5,0.5B,False,e08,True,B_if_error,1,0.5370370149612427,0.5352270603179932,0.5350835919380188,0.5323209762573242,0.9857364892959595,0.9819430708885193,0.9850517511367798,0.9880653619766235
qwen_0.5b_base,Qwen2.5,0.5B,False,e08,True,B_if_error,2,0.7015511989593506,0.7002907991409302,0.6933579444885254,0.6942740678787231,0.974798858165741,0.9731872081756592,0.9726296067237854,0.9746015071868896
qwen_0.5b_base,Qwen2.5,0.5B,False,e08,True,B_if_error,3,0.603222131729126,0.5915146470069885,0.5956526398658752,0.5919795036315918,0.9524154663085938,0.9527561664581299,0.9468072652816772,0.9537400603294373
qwen_0.5b_base,Qwen2.5,0.5B,False,e08,True,B_if_error,4,0.5669440031051636,0.554952085018158,0.5586936473846436,0.5579991936683655,0.9185914397239685,0.9177355170249939,0.9164076447486877,0.9253637790679932
qwen_0.5b_base,Qwen2.5,0.5B,False,e08,True,B_if_error,5,0.550721287727356,0.5359048843383789,0.5332940816879272,0.5261272192001343,0.8577133417129517,0.8364635705947876,0.8626682162284851,0.8457378149032593
qwen_0.5b_base,Qwen2.5,0.5B,False,e08,True,B_if_error,6,0.5998836755752563,0.5835812091827393,0.5806329846382141,0.5569342374801636,0.849385142326355,0.8465750217437744,0.8380573987960815,0.8277181386947632
qwen_0.5b_base,Qwen2.5,0.5B,False,e08,True,B_if_error,7,0.6186978816986084,0.5885679125785828,0.5833693742752075,0.5597589612007141,0.860039234161377,0.8640835285186768,0.8564084768295288,0.8470941185951233
qwen_0.5b_base,Qwen2.5,0.5B,False,e08,True,B_if_error,8,0.6292740106582642,0.6096512079238892,0.5916022062301636,0.5736587047576904,0.8527072668075562,0.8702110052108765,0.8413336277008057,0.8481056690216064
qwen_0.5b_base,Qwen2.5,0.5B,False,e08,True,B_if_error,9,0.5847123861312866,0.5624896287918091,0.5518643856048584,0.5367879271507263,0.8238629698753357,0.844780683517456,0.818071186542511,0.8254843950271606
qwen_0.5b_base,Qwen2.5,0.5B,False,e08,True,B_if_error,10,0.5973081588745117,0.5849111080169678,0.5848221182823181,0.5519757866859436,0.82779860496521,0.8504941463470459,0.8350652456283569,0.8346633911132812
qwen_0.5b_base,Qwen2.5,0.5B,False,e08,True,B_if_error,11,0.6015421748161316,0.569220244884491,0.588102400302887,0.5465747117996216,0.774683952331543,0.7843704223632812,0.7937779426574707,0.7720252275466919
qwen_0.5b_base,Qwen2.5,0.5B,False,e08,True,B_if_error,12,0.5771148204803467,0.5629364252090454,0.5919560194015503,0.5424298644065857,0.7926064729690552,0.7928637266159058,0.7959251403808594,0.780143141746521
qwen_0.5b_base,Qwen2.5,0.5B,False,e08,True,B_if_error,13,0.5827788710594177,0.5791507959365845,0.5898346900939941,0.5463192462921143,0.800084114074707,0.8016901016235352,0.8030369281768799,0.7756085991859436
qwen_0.5b_base,Qwen2.5,0.5B,False,e08,True,B_if_error,14,0.5888431072235107,0.5982593297958374,0.603316605091095,0.5565557479858398,0.8064361214637756,0.807182788848877,0.7999299764633179,0.7719453573226929
qwen_0.5b_base,Qwen2.5,0.5B,False,e08,True,B_if_error,15,0.6255366802215576,0.6260794401168823,0.6179509162902832,0.567742645740509,0.818389892578125,0.8095633387565613,0.8133819699287415,0.773749589920044
qwen_0.5b_base,Qwen2.5,0.5B,False,e08,True,B_if_error,16,0.6395251750946045,0.6536116003990173,0.6339275240898132,0.6099513173103333,0.8401713967323303,0.8282414674758911,0.8210763335227966,0.7926933169364929
qwen_0.5b_base,Qwen2.5,0.5B,False,e08,True,B_if_error,17,0.6377483606338501,0.6345812082290649,0.6410011649131775,0.604223370552063,0.8645705580711365,0.8473796844482422,0.8572530746459961,0.82599937915802
qwen_0.5b_base,Qwen2.5,0.5B,False,e08,True,B_if_error,18,0.7226372957229614,0.722522497177124,0.7275276184082031,0.695853054523468,0.8750414848327637,0.8616641759872437,0.8641589283943176,0.8354373574256897
qwen_0.5b_base,Qwen2.5,0.5B,False,e08,True,B_if_error,19,0.7567561864852905,0.7591437101364136,0.7668979167938232,0.7378990650177002,0.8819589614868164,0.8711634874343872,0.8801427483558655,0.8553825616836548
qwen_0.5b_base,Qwen2.5,0.5B,False,e08,True,B_if_error,20,0.7551670670509338,0.7421614527702332,0.7727816700935364,0.7325884699821472,0.8691442608833313,0.8554507493972778,0.8756702542304993,0.8487331867218018
qwen_0.5b_base,Qwen2.5,0.5B,False,e08,True,B_if_error,21,0.7518187761306763,0.742740273475647,0.7645429372787476,0.7203890085220337,0.8630244731903076,0.8609423637390137,0.8735010027885437,0.8425683975219727
qwen_0.5b_base,Qwen2.5,0.5B,False,e08,True,B_if_error,22,0.8338593244552612,0.8277996778488159,0.8428070545196533,0.812924325466156,0.9072659611701965,0.9076741933822632,0.9174612760543823,0.8961315155029297
qwen_0.5b_base,Qwen2.5,0.5B,False,e08,True,B_if_error,23,0.8217183351516724,0.8115385174751282,0.8332551717758179,0.8003585934638977,0.8984553217887878,0.8921355605125427,0.912555992603302,0.885779619216919
qwen_0.5b_base,Qwen2.5,0.5B,False,e08,True,B_if_error,24,0.66447514295578,0.604188859462738,0.6617718935012817,0.5893843770027161,0.7990665435791016,0.7640941739082336,0.8121594190597534,0.7550174593925476
qwen_0.5b_base,Qwen2.5,0.5B,False,e09,True,A_assert_error,0,0.6274319887161255,0.6274319887161255,0.6274319887161255,0.6274319887161255,1.0,1.0,1.0,1.0
qwen_0.5b_base,Qwen2.5,0.5B,False,e09,True,A_assert_error,1,0.532627284526825,0.5306829214096069,0.5304741859436035,0.5277512669563293,0.990536093711853,0.9905736446380615,0.9853259325027466,0.98745197057724
qwen_0.5b_base,Qwen2.5,0.5B,False,e09,True,A_assert_error,2,0.7061803340911865,0.704734206199646,0.6981940269470215,0.6986740231513977,0.9753096103668213,0.9718142747879028,0.974597156047821,0.9732493162155151
qwen_0.5b_base,Qwen2.5,0.5B,False,e09,True,A_assert_error,3,0.6097658276557922,0.5977874994277954,0.6017066240310669,0.5981894731521606,0.9554643034934998,0.9515700340270996,0.9544070959091187,0.95725417137146
qwen_0.5b_base,Qwen2.5,0.5B,False,e09,True,A_assert_error,4,0.5783144235610962,0.5665392875671387,0.5690493583679199,0.569261908531189,0.8921473622322083,0.8863767385482788,0.9090094566345215,0.9014687538146973
qwen_0.5b_base,Qwen2.5,0.5B,False,e09,True,A_assert_error,5,0.5478397607803345,0.5314909219741821,0.53019118309021,0.5214383602142334,0.7829569578170776,0.7590290904045105,0.8140275478363037,0.776452898979187
qwen_0.5b_base,Qwen2.5,0.5B,False,e09,True,A_assert_error,6,0.5943905711174011,0.5748099088668823,0.5783050060272217,0.5529499053955078,0.737550675868988,0.7301268577575684,0.7632485032081604,0.7173197269439697
qwen_0.5b_base,Qwen2.5,0.5B,False,e09,True,A_assert_error,7,0.6135675311088562,0.5820137858390808,0.5751800537109375,0.548701286315918,0.7670801877975464,0.769152045249939,0.779482901096344,0.7478547096252441
qwen_0.5b_base,Qwen2.5,0.5B,False,e09,True,A_assert_error,8,0.6177579760551453,0.5952091217041016,0.5783554315567017,0.5564757585525513,0.7532270550727844,0.7681306600570679,0.7692270278930664,0.7394705414772034
qwen_0.5b_base,Qwen2.5,0.5B,False,e09,True,A_assert_error,9,0.572350025177002,0.5486949682235718,0.5395779013633728,0.5214236974716187,0.751268744468689,0.7608404159545898,0.7591351270675659,0.7368199825286865
qwen_0.5b_base,Qwen2.5,0.5B,False,e09,True,A_assert_error,10,0.5886557102203369,0.5744032263755798,0.5754262208938599,0.5400551557540894,0.7743197679519653,0.785977303981781,0.795295238494873,0.7683354020118713
qwen_0.5b_base,Qwen2.5,0.5B,False,e09,True,A_assert_error,11,0.600612461566925,0.5651193857192993,0.5864439010620117,0.5425395369529724,0.7461148500442505,0.7418471574783325,0.7691957950592041,0.7394205331802368
qwen_0.5b_base,Qwen2.5,0.5B,False,e09,True,A_assert_error,12,0.5680038928985596,0.554417610168457,0.5879887342453003,0.5317410230636597,0.7597988247871399,0.7548569440841675,0.7798440456390381,0.7438797950744629
qwen_0.5b_base,Qwen2.5,0.5B,False,e09,True,A_assert_error,13,0.5826464891433716,0.580640435218811,0.593896746635437,0.5416553020477295,0.773806095123291,0.7668055295944214,0.7840616703033447,0.742216169834137
qwen_0.5b_base,Qwen2.5,0.5B,False,e09,True,A_assert_error,14,0.5869995355606079,0.5971747040748596,0.6015480160713196,0.5465289354324341,0.7835694551467896,0.7787840366363525,0.7853454351425171,0.7465184926986694
qwen_0.5b_base,Qwen2.5,0.5B,False,e09,True,A_assert_error,15,0.617495596408844,0.624021053314209,0.6168533563613892,0.5602781772613525,0.7657737731933594,0.7491362690925598,0.7639220952987671,0.7103167772293091
qwen_0.5b_base,Qwen2.5,0.5B,False,e09,True,A_assert_error,16,0.6412172317504883,0.6584241390228271,0.6426899433135986,0.6141164302825928,0.781589150428772,0.7740495800971985,0.7807446718215942,0.7369358539581299
qwen_0.5b_base,Qwen2.5,0.5B,False,e09,True,A_assert_error,17,0.6747925281524658,0.6757906675338745,0.6819437742233276,0.6433500051498413,0.8040056824684143,0.793376088142395,0.8120001554489136,0.7675591111183167
qwen_0.5b_base,Qwen2.5,0.5B,False,e09,True,A_assert_error,18,0.732500433921814,0.7349386215209961,0.7403428554534912,0.7028374671936035,0.8184489011764526,0.8063925504684448,0.8265539407730103,0.7830147743225098
qwen_0.5b_base,Qwen2.5,0.5B,False,e09,True,A_assert_error,19,0.7362381815910339,0.7382220029830933,0.7527320384979248,0.7169086933135986,0.8216137290000916,0.8203586339950562,0.8383809328079224,0.8063642382621765
qwen_0.5b_base,Qwen2.5,0.5B,False,e09,True,A_assert_error,20,0.7191962003707886,0.7115488052368164,0.7456170320510864,0.7026929259300232,0.8040742874145508,0.8023278713226318,0.8339838981628418,0.797671914100647
qwen_0.5b_base,Qwen2.5,0.5B,False,e09,True,A_assert_error,21,0.7522598505020142,0.7488795518875122,0.7820127010345459,0.7353251576423645,0.8262462615966797,0.828455924987793,0.8589669466018677,0.8226956129074097
qwen_0.5b_base,Qwen2.5,0.5B,False,e09,True,A_assert_error,22,0.8257524967193604,0.8267048597335815,0.8435392379760742,0.8138771653175354,0.8811843991279602,0.8890856504440308,0.9082750082015991,0.8862116932868958
qwen_0.5b_base,Qwen2.5,0.5B,False,e09,True,A_assert_error,23,0.8048336505889893,0.798684298992157,0.8190702795982361,0.786641538143158,0.8738899827003479,0.8749841451644897,0.901892900466919,0.8751591444015503
qwen_0.5b_base,Qwen2.5,0.5B,False,e09,True,A_assert_error,24,0.5274785757064819,0.47374147176742554,0.5193727612495422,0.4595485329627991,0.7972656488418579,0.7819650173187256,0.8317040205001831,0.7816426753997803
qwen_0.5b_base,Qwen2.5,0.5B,False,e09,True,B_if_error,0,0.6274319887161255,0.6274319887161255,0.6274319887161255,0.6274319887161255,1.0,1.0,1.0,1.0
qwen_0.5b_base,Qwen2.5,0.5B,False,e09,True,B_if_error,1,0.5321515798568726,0.5302050113677979,0.5300097465515137,0.5272537469863892,0.9895584583282471,0.9902881383895874,0.9849444627761841,0.9872387051582336
qwen_0.5b_base,Qwen2.5,0.5B,False,e09,True,B_if_error,2,0.7056934833526611,0.704232931137085,0.697761058807373,0.6982181072235107,0.9733771085739136,0.9682888388633728,0.9748141765594482,0.9693477153778076
qwen_0.5b_base,Qwen2.5,0.5B,False,e09,True,B_if_error,3,0.6080143451690674,0.595771312713623,0.5997353196144104,0.5963860750198364,0.9526379108428955,0.9466286897659302,0.9556963443756104,0.9537417888641357
qwen_0.5b_base,Qwen2.5,0.5B,False,e09,True,B_if_error,4,0.5756849646568298,0.5636267066001892,0.5662232637405396,0.5663008093833923,0.9176194667816162,0.9089033007621765,0.9356708526611328,0.9242802858352661
qwen_0.5b_base,Qwen2.5,0.5B,False,e09,True,B_if_error,5,0.5451814532279968,0.5312867164611816,0.5278074741363525,0.5210673213005066,0.8232418298721313,0.7990162372589111,0.855564534664154,0.8172014951705933
qwen_0.5b_base,Qwen2.5,0.5B,False,e09,True,B_if_error,6,0.5936135053634644,0.5766369104385376,0.5781704783439636,0.5530154705047607,0.7865777015686035,0.7743476033210754,0.8141813278198242,0.7656702399253845
qwen_0.5b_base,Qwen2.5,0.5B,False,e09,True,B_if_error,7,0.6101568937301636,0.5795331001281738,0.5719606876373291,0.546186625957489,0.7962303161621094,0.7966748476028442,0.8095940351486206,0.7768661975860596
qwen_0.5b_base,Qwen2.5,0.5B,False,e09,True,B_if_error,8,0.6175036430358887,0.5955817699432373,0.5779522657394409,0.5564515590667725,0.7911628484725952,0.8037456274032593,0.796422004699707,0.7736512422561646
qwen_0.5b_base,Qwen2.5,0.5B,False,e09,True,B_if_error,9,0.5742790699005127,0.5513386130332947,0.5406109690666199,0.522845983505249,0.7799005508422852,0.7897488474845886,0.7902026176452637,0.7599847316741943
qwen_0.5b_base,Qwen2.5,0.5B,False,e09,True,B_if_error,10,0.5912763476371765,0.5779009461402893,0.5775409936904907,0.54245924949646,0.7954002618789673,0.8071884512901306,0.8153567910194397,0.7790943384170532
qwen_0.5b_base,Qwen2.5,0.5B,False,e09,True,B_if_error,11,0.6017648577690125,0.5687064528465271,0.5871321558952332,0.5440508723258972,0.7693208456039429,0.7652024626731873,0.7947479486465454,0.7445554733276367
qwen_0.5b_base,Qwen2.5,0.5B,False,e09,True,B_if_error,12,0.5745770931243896,0.5594223737716675,0.5897567272186279,0.5373456478118896,0.7755334973335266,0.7623558044433594,0.7845325469970703,0.7380044460296631
qwen_0.5b_base,Qwen2.5,0.5B,False,e09,True,B_if_error,13,0.5841771960258484,0.5802023410797119,0.593224823474884,0.546149730682373,0.7822736501693726,0.7677371501922607,0.7871946096420288,0.7369598150253296
qwen_0.5b_base,Qwen2.5,0.5B,False,e09,True,B_if_error,14,0.5894817113876343,0.5971090197563171,0.6033360362052917,0.5523123145103455,0.7743375301361084,0.7636333703994751,0.7664474248886108,0.722646951675415
qwen_0.5b_base,Qwen2.5,0.5B,False,e09,True,B_if_error,15,0.6194801926612854,0.6229584813117981,0.6163898706436157,0.5622971057891846,0.7838978171348572,0.7620770335197449,0.7748218774795532,0.7168335914611816
qwen_0.5b_base,Qwen2.5,0.5B,False,e09,True,B_if_error,16,0.6390154361724854,0.6541215181350708,0.639994204044342,0.6132093071937561,0.8070692420005798,0.7886995077133179,0.7882751226425171,0.7396062612533569
qwen_0.5b_base,Qwen2.5,0.5B,False,e09,True,B_if_error,17,0.6712237596511841,0.6720682382583618,0.6782525777816772,0.6417964100837708,0.8402551412582397,0.812154233455658,0.8235945701599121,0.7787978053092957
qwen_0.5b_base,Qwen2.5,0.5B,False,e09,True,B_if_error,18,0.7302138805389404,0.7321443557739258,0.7374027371406555,0.7017853260040283,0.8379514813423157,0.8119783401489258,0.8199818134307861,0.7748291492462158
qwen_0.5b_base,Qwen2.5,0.5B,False,e09,True,B_if_error,19,0.7379097938537598,0.7395219802856445,0.7537950277328491,0.7192220091819763,0.8448913097381592,0.8262525796890259,0.8407032489776611,0.8037817478179932
qwen_0.5b_base,Qwen2.5,0.5B,False,e09,True,B_if_error,20,0.7247447371482849,0.7144627571105957,0.7490018010139465,0.7064592242240906,0.8305128812789917,0.81081223487854,0.8380168676376343,0.7995907068252563
qwen_0.5b_base,Qwen2.5,0.5B,False,e09,True,B_if_error,21,0.7509588599205017,0.745551347732544,0.7779263854026794,0.7308648824691772,0.8471149802207947,0.8380082845687866,0.8573455214500427,0.8170170187950134
qwen_0.5b_base,Qwen2.5,0.5B,False,e09,True,B_if_error,22,0.8236651420593262,0.8233830332756042,0.8395403623580933,0.8094466924667358,0.8949519395828247,0.8921833038330078,0.9044597148895264,0.8779498934745789
qwen_0.5b_base,Qwen2.5,0.5B,False,e09,True,B_if_error,23,0.8041757941246033,0.7958823442459106,0.8153444528579712,0.7825928926467896,0.8905630111694336,0.8788739442825317,0.8986351490020752,0.8685972690582275
qwen_0.5b_base,Qwen2.5,0.5B,False,e09,True,B_if_error,24,0.6162189841270447,0.5635930895805359,0.6094315648078918,0.549986720085144,0.7014313340187073,0.6570667028427124,0.7056702971458435,0.6409562826156616
qwen_0.5b_base,Qwen2.5,0.5B,False,e10,True,A_assert_error,0,0.6274319887161255,0.6274319887161255,0.6274319887161255,0.6274319887161255,1.0,1.0,1.0,1.0
qwen_0.5b_base,Qwen2.5,0.5B,False,e10,True,A_assert_error,1,0.5372229814529419,0.5353039503097534,0.5354995131492615,0.5325647592544556,0.9887848496437073,0.9867180585861206,0.9870825409889221,0.9877794981002808
qwen_0.5b_base,Qwen2.5,0.5B,False,e10,True,A_assert_error,2,0.703508198261261,0.7021796107292175,0.6951221227645874,0.6959031820297241,0.9761198163032532,0.9725931882858276,0.9737570285797119,0.9722755551338196
qwen_0.5b_base,Qwen2.5,0.5B,False,e10,True,A_assert_error,3,0.6084518432617188,0.5976149439811707,0.600750744342804,0.596981406211853,0.9363669157028198,0.9327476620674133,0.9285959005355835,0.9316150546073914
qwen_0.5b_base,Qwen2.5,0.5B,False,e10,True,A_assert_error,4,0.5773307085037231,0.5666335225105286,0.5687777996063232,0.5687235593795776,0.9111555814743042,0.9048272371292114,0.9081242680549622,0.9112099409103394
qwen_0.5b_base,Qwen2.5,0.5B,False,e10,True,A_assert_error,5,0.5488697290420532,0.530605673789978,0.5309916138648987,0.5194534659385681,0.884876012802124,0.87079256772995,0.8776497840881348,0.8743028044700623
qwen_0.5b_base,Qwen2.5,0.5B,False,e10,True,A_assert_error,6,0.6015676259994507,0.5820876359939575,0.5824730396270752,0.5590968132019043,0.8229249715805054,0.8180992007255554,0.8137404918670654,0.8202354311943054
qwen_0.5b_base,Qwen2.5,0.5B,False,e10,True,A_assert_error,7,0.6210370063781738,0.5896120071411133,0.5833948850631714,0.5578640103340149,0.8304266929626465,0.8346025347709656,0.8359503746032715,0.8398187160491943
qwen_0.5b_base,Qwen2.5,0.5B,False,e10,True,A_assert_error,8,0.623585045337677,0.6001266241073608,0.5840707421302795,0.5623583793640137,0.7957069873809814,0.8174105286598206,0.7905262112617493,0.800464391708374
qwen_0.5b_base,Qwen2.5,0.5B,False,e10,True,A_assert_error,9,0.5771294236183167,0.5524311065673828,0.5450936555862427,0.5263499617576599,0.7467131614685059,0.7677936553955078,0.7492914199829102,0.7519378662109375
qwen_0.5b_base,Qwen2.5,0.5B,False,e10,True,A_assert_error,10,0.5867898464202881,0.5716848373413086,0.5739377737045288,0.5374249219894409,0.7567181587219238,0.7751033306121826,0.7622556686401367,0.7584516406059265
qwen_0.5b_base,Qwen2.5,0.5B,False,e10,True,A_assert_error,11,0.5958495736122131,0.5592826008796692,0.5818726420402527,0.5363825559616089,0.7007797360420227,0.7174432277679443,0.719613790512085,0.695654034614563
qwen_0.5b_base,Qwen2.5,0.5B,False,e10,True,A_assert_error,12,0.5616312026977539,0.5509166717529297,0.58330899477005,0.5265021324157715,0.7199838161468506,0.7378057241439819,0.7181687951087952,0.7087830901145935
qwen_0.5b_base,Qwen2.5,0.5B,False,e10,True,A_assert_error,13,0.57102370262146,0.5729706287384033,0.5849695205688477,0.5334683060646057,0.7221558690071106,0.7461891174316406,0.7281781435012817,0.7087899446487427
qwen_0.5b_base,Qwen2.5,0.5B,False,e10,True,A_assert_error,14,0.5744786262512207,0.5933271646499634,0.5929453372955322,0.5389515161514282,0.7205106019973755,0.7493970394134521,0.7233548164367676,0.6988410949707031
qwen_0.5b_base,Qwen2.5,0.5B,False,e10,True,A_assert_error,15,0.6129155158996582,0.6270030736923218,0.6175393462181091,0.5569210052490234,0.7042967081069946,0.7266961932182312,0.704980731010437,0.6785531044006348
qwen_0.5b_base,Qwen2.5,0.5B,False,e10,True,A_assert_error,16,0.6403239369392395,0.6666063070297241,0.6411571502685547,0.615264892578125,0.7206215858459473,0.7415577173233032,0.7217358946800232,0.7039105892181396
qwen_0.5b_base,Qwen2.5,0.5B,False,e10,True,A_assert_error,17,0.6388146281242371,0.6515868902206421,0.6457809805870056,0.610465407371521,0.7642419934272766,0.7789029479026794,0.7781676054000854,0.7626110911369324
qwen_0.5b_base,Qwen2.5,0.5B,False,e10,True,A_assert_error,18,0.7221846580505371,0.7304679155349731,0.7273856401443481,0.6992215514183044,0.7965695261955261,0.8097209930419922,0.8109087347984314,0.7997144460678101
qwen_0.5b_base,Qwen2.5,0.5B,False,e10,True,A_assert_error,19,0.7621356248855591,0.7667804956436157,0.7683883905410767,0.7467743754386902,0.8134404420852661,0.8313745856285095,0.833751380443573,0.825122594833374
qwen_0.5b_base,Qwen2.5,0.5B,False,e10,True,A_assert_error,20,0.7280396223068237,0.7204153537750244,0.7386820912361145,0.7088072299957275,0.7881497144699097,0.8098593950271606,0.8157510161399841,0.7976167798042297
qwen_0.5b_base,Qwen2.5,0.5B,False,e10,True,A_assert_error,21,0.7552419304847717,0.7498383522033691,0.7696625590324402,0.7369083166122437,0.811670184135437,0.8321022987365723,0.8409755229949951,0.8182615041732788
qwen_0.5b_base,Qwen2.5,0.5B,False,e10,True,A_assert_error,22,0.8304669260978699,0.8283026218414307,0.8399348258972168,0.8161120414733887,0.8646413683891296,0.8829933404922485,0.8901645541191101,0.8732572793960571
qwen_0.5b_base,Qwen2.5,0.5B,False,e10,True,A_assert_error,23,0.8157925605773926,0.8082568049430847,0.8257842063903809,0.8009275197982788,0.8647040128707886,0.8773409128189087,0.8913270235061646,0.8712263107299805
qwen_0.5b_base,Qwen2.5,0.5B,False,e10,True,A_assert_error,24,0.6377139687538147,0.5890399813652039,0.6225631237030029,0.5628064274787903,0.8438750505447388,0.8521100878715515,0.8914555907249451,0.860150158405304
